"ID_department";"department_name";"department_categories";"ID_province";"id_user_create";"id_user_update";"date_create";"date_update"
22;"Rivadavia";"Departamento";22;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
23;"Robles";"Departamento";22;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
24;"Salavina";"Departamento";22;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
25;"San Martín";"Departamento";22;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
26;"Sarmiento";"Departamento";22;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
27;"Silípica";"Departamento";22;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
1;"Antártida Argentina";"Departamento";23;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
2;"Islas del Atlántico Sur";"Departamento";23;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
3;"Río Grande";"Departamento";23;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
4;"Tolhuin";"Departamento";23;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
5;"Ushuaia";"Departamento";23;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
1;"Burruyacú";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
2;"Capital";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
3;"Chicligasta";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
4;"Cruz Alta";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
5;"Famaillá";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
6;"Graneros";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
7;"Juan Bautista Alberdi";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
8;"La Cocha";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
9;"Leales";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
10;"Lules";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
11;"Monteros";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
12;"Río Chico";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
13;"Simoca";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
14;"Tafí del Valle";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
15;"Tafí Viejo";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
16;"Trancas";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
17;"Yerba Buena";"Departamento";24;13;13;"2025-05-29 00:00:00";"2025-05-29 00:00:00"
